id,nazwa
724,Pietrak-Leśna S.A.
725,Grupa Korzekwa-Nazarewicz Sp.k.
726,Fundacja Sarota-Koperek i syn s.c.
727,Jancewicz Sp.j.
728,Stowarzyszenie Czermak S.A.
729,Spółdzielnia Szkoła-Kawulok Sp. z o.o. Sp.k.
730,Rejmak-Penar Sp.k.
731,Pietraszkiewicz-Wiese Sp.j.
732,PPUH Hutnik
733,Spółdzielnia Kunda Sp. z o.o.
734,Kocoł-Linkiewicz Sp.k.
735,Witan i syn s.c.
736,Dybał-Makoś Sp.k.
737,Łapaj-Koman Sp.k.
738,Grupa Broszkiewicz Sp.j.
739,Kłosowicz i syn s.c.
740,Franków Sp. z o.o.
741,Dunal Sp.j.
742,Gwizdek Sp.j.
743,PPUH Biesaga S.A.
744,Sołtysek S.A.
745,FPUH Kocurek-Zemanek Sp. z o.o.
746,Robaszkiewicz-Rozynek Sp. z o.o. Sp.k.
747,FPUH Zawiasa Sp. z o.o.
748,Szeszko-Pronobis Sp.k.
749,Sobieszczyk-Filiks Sp.k.
750,Gabinety Dąbkiewicz S.A.
751,FPUH Fidura-Bas s.c.
752,FPUH Komisarczyk-Bałazy Sp. z o.o. Sp.k.
753,Korzeniak-Lula s.c.
754,Patoła-Staniewicz Sp. z o.o.
755,PPUH Zdobylak-Twardosz i syn s.c.
756,FPUH Myga
757,Włodarz-Doroszkiewicz Sp. z o.o. Sp.k.
758,Spółdzielnia Majtyka-Rogal i syn s.c.
759,PPUH Moczko-Sito i syn s.c.
760,Bednarowicz-Lejman Sp. z o.o. Sp.k.
761,PPUH Panicz-Narożny Sp.j.
762,Bobrowicz-Lelito Sp. z o.o. Sp.k.
763,FPUH Siedlarz-Potęga Sp.j.
764,Danisz-Kosz s.c.
765,Fundacja Polnik Sp.k.
766,Stowarzyszenie Tyka Sp.k.
767,Stowarzyszenie Rzeszut i syn s.c.
768,Litewka-Rozmiarek Sp. z o.o. Sp.k.
769,Spółdzielnia Dynia Sp.j.
770,Mordak Sp.k.
771,Grupa Jasina s.c.
772,Gabinety Gabryel
773,Stowarzyszenie Zapaśnik S.A.
774,Stowarzyszenie Pytlarz s.c.
775,Grupa Trzop Sp.k.
776,Grupa Czesak
777,Fundacja Sularz-Front Sp.j.
778,Spółdzielnia Pachnik s.c.
779,Duży-Rajch Sp. z o.o.
780,Smolka-Miechowicz Sp. z o.o.
781,Gabinety Łobacz
782,Stowarzyszenie Lindner Sp.k.
783,Stowarzyszenie Machul
784,FPUH Maszkiewicz Sp.j.
785,Stowarzyszenie Woda-Dziadkiewicz Sp. z o.o. Sp.k.
786,Częścik-Witan Sp.j.
787,Piórek-Dytko Sp. z o.o. Sp.k.
788,PPUH Krzyśko-Wojniak s.c.
789,Gabinety Opoka-Łęgowik S.A.
790,Ciołczyk-Bodek S.A.
791,PPUH Molga s.c.
792,Wyrobek S.A.
793,Spółdzielnia Kalota
794,Grupa Korta-Muniak s.c.
795,Jędraszczyk-Gwizdek i syn s.c.
796,FPUH Masny
797,Gabinety Hutyra Sp. z o.o.
798,Wnuczek-Minta Sp.k.
799,Fundacja Nijak
800,FPUH Budner
801,Budzich Sp.j.
802,Stowarzyszenie Jeżyk i syn s.c.
803,Gajzler-Bujas Sp. z o.o. Sp.k.
804,Kostera s.c.
805,Grupa Zimoń-Ratka Sp. z o.o.
806,Panuś i syn s.c.
807,Kuban-Natanek Sp. z o.o. Sp.k.
808,PPUH Maciejuk i syn s.c.
809,Rysz-Tatarczyk Sp.k.
810,Rzońca Sp. z o.o. Sp.k.
811,Fundacja Migała-Kleban Sp. z o.o. Sp.k.
812,Stowarzyszenie Jaśkowiec
813,Rubin S.A.
814,PPUH Buszko Sp. z o.o. Sp.k.
815,Spółdzielnia Łukowicz
816,FPUH Mitoraj
817,Stawczyk i syn s.c.
818,Spółdzielnia Gumuła Sp.j.
819,Tryc Sp.k.
820,Fundacja Krywult i syn s.c.
821,Stowarzyszenie Kuryłowicz
822,PPUH Manista
823,Stowarzyszenie Piątkiewicz
824,Gabinety Dunal-Sady i syn s.c.
825,Fundacja Duczek s.c.
826,Fundacja Niemczuk Sp.j.
827,Spółdzielnia Ziegert S.A.
828,FPUH Hermanowicz-Kupaj Sp. z o.o. Sp.k.
829,Dziadkowiec i syn s.c.
830,PPUH Machowicz-Nieborak s.c.
831,FPUH Wawrzynkiewicz-Utrata Sp. z o.o.
832,Piechna-Zach Sp. z o.o. Sp.k.
833,Hasiak-Trzepizur Sp. z o.o.
834,Spółdzielnia Bender s.c.
835,FPUH Pokrzywa-Skolik i syn s.c.
836,Olma i syn s.c.
837,Osial-Pytlarz Sp. z o.o.
838,Świgoń-Ładziak Sp.k.
839,Zadworny Sp.k.
840,Wojcik Sp.k.
841,Fundacja Siewiera s.c.
842,Szpala S.A.
843,Fitrzyk-Łupina Sp. z o.o. Sp.k.
844,Spółdzielnia Smolec-Niksa Sp. z o.o.
845,Gabinety Przewoźny
846,Obarzanek Sp.j.
847,Stowarzyszenie Cydzik
848,Stowarzyszenie Zielke Sp. z o.o.
849,Stowarzyszenie Siedlik
850,Gabinety Sommerfeld-Skubis Sp. z o.o.
851,Spółdzielnia Bartoś-Czenczek i syn s.c.
852,Spółdzielnia Żołnierczyk-Niewola Sp.k.
853,Spółdzielnia Langa
854,Fundacja Michnowicz-Tyniec s.c.
855,Mortka-Walus Sp.k.
856,Smagacz-Nałęcz Sp.k.
857,Stypka Sp.j.
858,Grupa Szelest
859,Stowarzyszenie Kansy-Wojtak Sp.k.
860,Grupa Sajda S.A.
861,Młynarz S.A.
862,Spółdzielnia Sabała-Paśnik s.c.
863,Czenczek Sp.k.
864,Pachuta S.A.
865,FPUH Zbylut
866,PPUH Kominiak
867,Gabinety Woszczak Sp.k.
868,Litewka-Galon S.A.
869,Szramka-Bełz S.A.
870,Kubowicz-Kuropatwa i syn s.c.
871,Moneta i syn s.c.
872,Fundacja Tuzimek Sp.j.
873,FPUH Gołota i syn s.c.
874,Grupa Holewa Sp.k.
875,Pawełkiewicz S.A.
876,Fundacja Juraszczyk
877,Gałaj i syn s.c.
878,Fundacja Łachut-Krzyśko s.c.
879,Mich-Kossak Sp.k.
880,Haraburda-Bortkiewicz Sp. z o.o.
881,Bejger Sp. z o.o. Sp.k.
882,Stowarzyszenie Kohut-Ślipek Sp. z o.o.
883,Danisz-Rysz Sp. z o.o. Sp.k.
884,PPUH Lisik
885,FPUH Trybuś-Olma i syn s.c.
886,Kiciak-Szwaja Sp. z o.o. Sp.k.
887,FPUH Znojek s.c.
888,Golczyk-Kościukiewicz i syn s.c.
889,Spółdzielnia Kołpak-Hajduga i syn s.c.
890,Franków i syn s.c.
891,Gabinety Kuczak-Spychaj Sp. z o.o.
892,Stowarzyszenie Zadka s.c.
893,Malcharek Sp.k.
894,Spółdzielnia Krzysztofek Sp.k.
895,Fundacja Marosz-Parada Sp. z o.o. Sp.k.
896,Grupa Flieger-Łepek Sp. z o.o.
897,Stowarzyszenie Graboś Sp.k.
898,Bak-Samoraj i syn s.c.
899,Gabinety Antoszczyk
900,Cierpisz-Patora Sp.j.
901,Grupa Huszcza s.c.
902,Wawryniuk s.c.
903,Rudzik-Ciastek Sp.k.
904,Fundacja Skubis
905,Kruś Sp. z o.o. Sp.k.
906,Mielcarz-Zybura i syn s.c.
907,Tylman-Krzystek Sp. z o.o.
908,Gabinety Melaniuk Sp. z o.o.
909,Orkisz-Księżyk Sp. z o.o.
910,Nocek-Grys Sp.j.
911,Wosiak Sp.k.
912,Grupa Fiedoruk
913,Gabinety Posłuszny
914,Gabinety Senator
915,PPUH Ziarek-Szarpak Sp.j.
916,PPUH Penkala Sp.j.
917,Grotek-Krywult Sp. z o.o.
918,PPUH Bobrowicz-Migda i syn s.c.
919,Matela-Fijałek S.A.
920,Fundacja Kupaj
921,Siergiej-Tylka S.A.
922,Fundacja Muniak
923,Stowarzyszenie Bujas
924,Stowarzyszenie Mesjasz
925,PPUH Fołta
926,Gabinety Stosio-Startek Sp. z o.o. Sp.k.
927,Grupa Rajman Sp.k.
928,Łaś-Kusik S.A.
929,Pochopień-Geisler Sp.k.
930,Gabinety Seweryniak Sp.k.
931,Stowarzyszenie Stępak-Sierpień Sp. z o.o. Sp.k.
932,Szabla-Gogacz S.A.
933,Spółdzielnia Borysiuk
934,Iwańczyk Sp.j.
935,Stowarzyszenie Kurzac-Bobrowicz i syn s.c.
936,Tokarek i syn s.c.
937,Gabinety Szajner-Kidoń s.c.
938,Grupa Sieradzan Sp. z o.o. Sp.k.
939,Beśka i syn s.c.
940,Bik-Długozima S.A.
941,Stowarzyszenie Kostera-Saran i syn s.c.
942,Pietryga Sp. z o.o.
943,PPUH Dziduch
944,Drygała-Dziduch s.c.
945,Grupa Deptuch-Maślach Sp.j.
946,Grupa Miodek-Ścieszka Sp.k.
947,Spółdzielnia Guźniczak s.c.
948,Sławik Sp. z o.o.
949,Leśko i syn s.c.
950,Sypek s.c.
951,Spółdzielnia Zygmuntowicz Sp. z o.o.
952,Spółdzielnia Ficner-Mizak Sp.j.
953,FPUH Koloch-Basaj Sp.j.
954,Skowyra Sp.k.
955,Rychcik Sp. z o.o. Sp.k.
956,Fundacja Zubel
957,Stowarzyszenie Wojewodzic-Gawłowicz Sp. z o.o.
958,FPUH Kasper-Mosiołek Sp. z o.o. Sp.k.
959,Zasępa Sp.j.
960,FPUH Męcik Sp.j.
961,Musiolik-Żuchowicz s.c.
962,Dybał s.c.
963,Gabinety Ładniak-Sojda Sp. z o.o. Sp.k.
964,Graboń-Mądro Sp. z o.o.
965,Walasik Sp.k.
966,Dziczek-Łukasz S.A.
967,Fikus s.c.
968,PPUH Baka
969,Grupa Krzempek S.A.
970,Gabinety Gągała
971,Spółdzielnia Ładziak Sp. z o.o.
972,Drewa Sp.k.
973,PPUH Zgoła Sp.j.
974,Grupa Wiese-Leks Sp.j.
975,Gabinety Marcol
976,Lampart s.c.
977,Krasa S.A.
978,PPUH Kunysz S.A.
979,PPUH Idec
980,PPUH Sudak Sp.k.
981,Kotlarek-Kloska Sp.j.
982,Kozdrój-Sromek Sp. z o.o.
983,Grupa Brodowicz
984,Gęgotek-Siemion S.A.
985,Łachut S.A.
986,Gabinety Ciaś-Sznura s.c.
987,Liedtke-Wajer S.A.
988,Drygała Sp.k.
989,Fundacja Smagacz Sp.j.
990,Potoczna-Breś Sp.j.
991,Jędrys-Szwaja Sp.j.
992,Gęgotek-Kosman Sp.j.
993,PPUH Piotrowiak Sp.j.
994,Prażmo-Lenik Sp.j.
995,Dobroń-Sochaj s.c.
996,Spółdzielnia Penkala Sp. z o.o. Sp.k.
997,Tarach s.c.
998,Fundacja Zdziech
999,Fundacja Szumna Sp. z o.o.
1000,Sośniak-Pawliszyn Sp.j.
1001,Gabinety Bartuś
1002,Kopyść-Błasik i syn s.c.
1003,Stanuch S.A.
1004,Fundacja Sędek Sp.k.
1005,Fundacja Kumorek
1006,Tórz-Bodych Sp.k.
1007,Pasierbek Sp.k.
1008,FPUH Siudek-Księżyk S.A.
1009,Gabinety Malara i syn s.c.
1010,Fundacja Grabas Sp. z o.o. Sp.k.
1011,Grupa Uryga Sp.j.
1012,Gabinety Drobniak
1013,Kruś-Tyczka s.c.
1014,Gabinety Świerad-Szlachcic Sp.k.
1015,Siejak-Ceynowa Sp. z o.o. Sp.k.
1016,FPUH Sysło Sp.j.
1017,Woźniczko-Cichowlas s.c.
1018,Patyna-Wawrzyn i syn s.c.
1019,Gabinety Migoń
1020,Stowarzyszenie Rejniak
1021,Grupa Jewuła Sp. z o.o.
1022,Kurpanik-Solis Sp. z o.o.
1023,FPUH Filusz
1024,Wereda s.c.
1025,Dulemba-Knych Sp.j.
1026,Stowarzyszenie Miszkurka Sp.j.
1027,Stowarzyszenie Sprycha-Strządała Sp. z o.o.
1028,FPUH Pospiech-Franas Sp. z o.o.
1029,Stowarzyszenie Rajtar-Stelmasiak Sp. z o.o.
1030,PPUH Arendarczyk
1031,FPUH Warczak-Araszkiewicz i syn s.c.
1032,Grupa Piejko
1033,Judek S.A.
1034,FPUH Lorenz-Prażmo Sp. z o.o. Sp.k.
1035,Olko-Maciocha s.c.
1036,Gabinety Cieciora
1037,Korzonek Sp. z o.o. Sp.k.
1038,Gabinety Cetera
1039,Ambrożewicz-Idzi Sp.j.
1040,Deptuch i syn s.c.
1041,PPUH Wojtanowicz Sp. z o.o. Sp.k.
1042,Szczudło-Kubrak i syn s.c.
1043,Bzymek Sp. z o.o. Sp.k.
1044,Opas-Orwat Sp. z o.o.
1045,Szmurło-Prokopczuk s.c.
1046,PPUH Rzeszut Sp.k.
1047,Pachnik-Durma Sp.j.
1048,Banyś S.A.
1049,Stowarzyszenie Hankiewicz S.A.
1050,Fundacja Dyjach i syn s.c.
1051,Gabinety Szulist-Martyka Sp.j.
1052,Gabinety Zbrożek s.c.
1053,Ksel-Owczarczak S.A.
1054,Pyza Sp.k.
1055,Gabinety Kostek
1056,Stowarzyszenie Wojewódka i syn s.c.
1057,Halama Sp. z o.o.
1058,Fundacja Idzi Sp. z o.o. Sp.k.
1059,Gabinety Piwek Sp.j.
1060,Romankiewicz Sp.j.
1061,Kudłacik-Płoskonka Sp.k.
1062,Fundacja Żok-Hanas s.c.
1063,Doktor Sp. z o.o.
1064,Toś-Kuska S.A.
1065,Grupa Trzos Sp.k.
1066,Stowarzyszenie Wawrzyk-Bartoś Sp.j.
1067,Witas i syn s.c.
1068,Spółdzielnia Wyderka
1069,Maszota-Liedtke Sp.k.
1070,Stowarzyszenie Gorgol Sp.j.
1071,Grupa Betlej
1072,Behrendt i syn s.c.
1073,Kurzyna-Kaczan S.A.
1074,Boguś-Troć Sp.j.
1075,Grupa Fiedorczuk Sp. z o.o. Sp.k.
1076,FPUH Penkala-Patrzałek s.c.
1077,Grupa Mijas-Kozaczuk S.A.
1078,Stowarzyszenie Szalast
1079,Puc-Sito s.c.
1080,Pyzel Sp.k.
1081,Gumuła Sp. z o.o.
1082,Jaszczur Sp. z o.o.
1083,Stowarzyszenie Durma
1084,Glonek Sp. z o.o. Sp.k.
1085,Fundacja Skolik
1086,FPUH Pacewicz-Miksza i syn s.c.
1087,Kurzaj Sp. z o.o. Sp.k.
1088,FPUH Stoch Sp.k.
1089,Czubaj i syn s.c.
1090,FPUH Seidel
1091,Powązka-Kruszka Sp. z o.o.
1092,Fundacja Kołodziejak-Matyjasek s.c.
1093,PPUH Porwoł Sp.j.
1094,Stowarzyszenie Kucharzyk-Citko Sp. z o.o.
1095,PPUH Opoka-Wiech Sp.j.
1096,Taranek s.c.
1097,Pokrzywa-Mikus i syn s.c.
1098,Grupa Pryk Sp. z o.o.
1099,Hałka Sp.j.
1100,Latuszek Sp.j.
1101,Guzdek-Gaudyn Sp.k.
1102,Kubanek-Michnik S.A.
1103,Grupa Tomaszkiewicz Sp.j.
1104,Spółdzielnia Styn s.c.
1105,Grupa Korkosz i syn s.c.
1106,Feluś-Dłubak i syn s.c.
1107,Myga-Roda s.c.
1108,Dynak-Gęca Sp. z o.o. Sp.k.
1109,FPUH Kozok
1110,Grupa Siwka-Gałęza Sp.j.
1111,Spółdzielnia Strawa S.A.
1112,Fundacja Zięciak
1113,PPUH Araszkiewicz
1114,Fundacja Niedojadło-Mazepa Sp.k.
1115,Fundacja Uziębło-Knysak Sp.j.
1116,PPUH Piesik
1117,Grupa Balawender-Judek Sp.j.
1118,Żmija S.A.
1119,FPUH Cogiel Sp. z o.o.
1120,PPUH Dycha-Galica Sp.j.
1121,Spółdzielnia Panasiewicz-Wałek Sp.k.
1122,Grupa Pyś Sp.j.
1123,FPUH Gomuła-Pawełko s.c.
1124,Gabinety Ciapa Sp. z o.o.
1125,Spółdzielnia Rezler-Tryc S.A.
1126,Gabinety Kapcia S.A.
1127,Spółdzielnia Kuzior
1128,FPUH Hanusiak S.A.
1129,Kudela-Morka s.c.
1130,Zyga-Borzym Sp.k.
1131,Gabinety Bugiel
1132,Wacławiak-Kobza i syn s.c.
1133,Symonowicz Sp. z o.o. Sp.k.
1134,Spółdzielnia Megger
1135,Fundacja Ciepła Sp. z o.o.
1136,Doroszkiewicz Sp.k.
1137,Figat-Gałęza Sp. z o.o. Sp.k.
1138,Stowarzyszenie Jonczyk-Mały Sp.j.
1139,Stowarzyszenie Zieja s.c.
1140,FPUH Adamaszek
1141,Fundacja Cygal
1142,Gabinety Glazer
1143,Grupa Smyl
1144,Spółdzielnia Poreda
1145,PPUH Domka-Dmoch S.A.
1146,FPUH Kinal-Krauz Sp.j.
1147,Spółdzielnia Konrad Sp.k.
1148,FPUH Armatys
1149,Fundacja Lenarcik s.c.
1150,Wojtaszak-Olewniczak Sp. z o.o. Sp.k.
1151,Lelonek s.c.
1152,PPUH Godyń
1153,Spółdzielnia Welenc-Bik i syn s.c.
1154,Fundacja Sobisz
1155,FPUH Surdel-Brańka Sp. z o.o. Sp.k.
1156,Niewola-Zimoląg S.A.
1157,Spółdzielnia Wiertelak-Deluga Sp. z o.o. Sp.k.
1158,Stowarzyszenie Adamiuk Sp.j.
1159,FPUH Majsterek-Węgier s.c.
1160,Fundacja Bulanda-Dytko i syn s.c.
1161,PPUH Paszkowiak Sp.k.
1162,Starościak-Pasierbek Sp. z o.o. Sp.k.
1163,PPUH Kubina
1164,Fundacja Gietka i syn s.c.
1165,Grupa Romaniak
1166,Gabinety Sydor-Kozdroń Sp. z o.o. Sp.k.
1167,Spółdzielnia Dąbroś-Osman i syn s.c.
1168,Grupa Przewłoka-Frost S.A.
1169,Grupa Łyjak
1170,FPUH Galik i syn s.c.
1171,Gabinety Pułka-Szymocha Sp. z o.o. Sp.k.
1172,Stowarzyszenie Jankowicz Sp. z o.o.
1173,Rajczak Sp.j.
1174,PPUH Klyszcz-Karmelita i syn s.c.
1175,Waniek-Sołtysek i syn s.c.
1176,Spółdzielnia Kudela Sp.j.
1177,Bryzek S.A.
1178,Gierat Sp. z o.o.
1179,Siedlik Sp. z o.o.
1180,Gabinety Jargieło
1181,Kozon i syn s.c.
1182,Karwan i syn s.c.
1183,Skwira S.A.
1184,FPUH Zyga Sp. z o.o. Sp.k.
1185,Grupa Ciechowicz
1186,Stowarzyszenie Kononowicz
1187,Grupa Topa-Pupek s.c.
1188,FPUH Langa Sp. z o.o.
1189,Gabinety Martin-Cegła s.c.
1190,Gabinety Bojdo-Megger Sp. z o.o.
1191,Fundacja Zbróg
1192,Zdobylak s.c.
1193,Spółdzielnia Sugier-Fechner Sp.j.
1194,Spółdzielnia Wosiak-Cis Sp.j.
1195,PPUH Matura-Makar i syn s.c.
1196,Ciapa Sp. z o.o.
1197,Brzęk-Siewert i syn s.c.
1198,Roda s.c.
1199,PPUH Solarczyk
1200,Wiak Sp. z o.o. Sp.k.
1201,PPUH Raźny-Morka Sp.k.
1202,Madzia s.c.
1203,Grupa Jarczyk-Myszor Sp.j.
1204,Stowarzyszenie Piksa
1205,Spółdzielnia Burnat-Walenciak i syn s.c.
1206,Haponiuk-Tofil Sp. z o.o. Sp.k.
1207,Drobnik S.A.
1208,Grupa Salomon
1209,Gabinety Szałas
1210,Spółdzielnia Sopata-Klin Sp.j.
1211,Stowarzyszenie Trzmiel-Mol Sp. z o.o. Sp.k.
1212,Grupa Miozga Sp.j.
1213,Spółdzielnia Radke
1214,Stein Sp. z o.o. Sp.k.
1215,Ostapczuk-Feret S.A.
1216,PPUH Wyrostek-Przystupa Sp.j.
1217,FPUH Łuczkiewicz
1218,Bryja s.c.
1219,PPUH Półchłopek
1220,Gabinety Jodko Sp. z o.o.
1221,Supeł-Dobrosz i syn s.c.
1222,Grupa Kuryś s.c.
1223,Grupa Dolega
1224,Lepka-Ragus Sp.k.
1225,PPUH Abramczuk-Zdziech Sp. z o.o. Sp.k.
1226,Smagała Sp. z o.o.
1227,Matula-Jędrasiak Sp.j.
1228,Gabinety Janka Sp. z o.o. Sp.k.
1229,Polaszek-Kurnik Sp. z o.o.
1230,Domka-Kudela s.c.
1231,Gabinety Dawidczyk-Kubów Sp.k.
1232,Gabinety Gregorczuk-Bieniak Sp.k.
1233,Małota S.A.
1234,Bartoszak-Wijata Sp.j.
1235,Gabinety Labocha
1236,Stowarzyszenie Januchta
1237,Dobroń S.A.
1238,PPUH Sito Sp.k.
1239,Fundacja Dziurdzia-Wieja Sp.j.
1240,Cal Sp.k.
1241,Moroń s.c.
1242,Stowarzyszenie Uzar s.c.
1243,Wawrzynek-Banachowicz Sp. z o.o.
1244,FPUH Czak-Steinke Sp.j.
1245,Sochaj-Bojarczuk s.c.
1246,Spółdzielnia Prucnal
1247,Grupa Szkoła-Brzykcy Sp. z o.o.
1248,PPUH Matulewicz
1249,PPUH Jonak
1250,Fundacja Tórz S.A.
1251,Cyroń Sp.k.
1252,Rzucidło S.A.
1253,FPUH Worach-Kondej Sp.k.
1254,Stowarzyszenie Pawliczek-Waraksa S.A.
1255,Gabinety Heller-Szyja Sp. z o.o.
1256,Gozdur-Fabiszak Sp. z o.o.
1257,Praczyk Sp. z o.o.
1258,Parada-Gumuła Sp.j.
1259,Kuźnia-Puch Sp. z o.o.
1260,Patoka Sp. z o.o.
1261,Działo i syn s.c.
1262,Gabinety Prucnal-Gordon S.A.
1263,Gabinety Tokarek-Boba Sp. z o.o.
1264,Krężołek Sp.j.
1265,Dusik-Bicz i syn s.c.
1266,Spółdzielnia Wawak-Rolak s.c.
1267,FPUH Pioch
1268,Osojca-Czermak Sp.j.
1269,FPUH Pabis-Pianka S.A.
1270,Rzeźniczak S.A.
1271,PPUH Styrna
1272,Fundacja Soczówka
1273,Ziemak-Duc s.c.
1274,Filiks Sp. z o.o.
1275,Gabinety Mordak-Leszczuk Sp. z o.o. Sp.k.
1276,Stowarzyszenie Czerepak-Kubek S.A.
1277,PPUH Pich-Tabiś Sp. z o.o.
1278,Zdobylak i syn s.c.
1279,Stowarzyszenie Łyp-Maron Sp.j.
1280,FPUH Żabierek-Symonowicz Sp.j.
1281,PPUH Gałach
1282,Andrzejuk Sp. z o.o.
1283,Hadam Sp. z o.o.
1284,Korzeniak i syn s.c.
1285,PPUH Świerkosz
1286,Lelonek Sp. z o.o. Sp.k.
1287,Ostapczuk-Tadla Sp.j.
1288,Gabinety Jarmuła
1289,Stowarzyszenie Grochowina
1290,FPUH Słysz Sp. z o.o.
1291,Grupa Martyka-Witka s.c.
1292,Wacławczyk s.c.
1293,Stowarzyszenie Kałwa Sp.j.
1294,Deszcz-Ryguła s.c.
1295,Nazar-Motak i syn s.c.
1296,Koczy-Czulak i syn s.c.
1297,Gabinety Niemira-Kubanek Sp. z o.o. Sp.k.
1298,Gabinety Pal
1299,Bartkowicz-Zasępa Sp.j.
1300,PPUH Majak
1301,Gabinety Szymaniuk Sp.j.
1302,Gabinety Kupaj-Wiencek Sp. z o.o.
1303,Gabinety Cąkała Sp. z o.o.
1304,Gabinety Dryka
1305,Gabinety Kunda
1306,Spółdzielnia Szulist-Durlej s.c.
1307,Grupa Szwaj-Windak S.A.
1308,Bałazy-Kuczaj Sp. z o.o. Sp.k.
1309,Szkoda Sp.j.
1310,Karwan-Stein Sp.j.
1311,Grupa Siejak
1312,Gabinety Bajak-Jasica Sp. z o.o. Sp.k.
1313,PPUH Ładniak-Kansy Sp.j.
1314,Wardzała-Domka i syn s.c.
1315,Grupa Latek
1316,Spółdzielnia Morka-Pawliczak Sp.k.
1317,FPUH Wiszowata-Krzystek Sp. z o.o.
1318,Spółdzielnia Lemieszek i syn s.c.
1319,Grupa Giedrojć-Czura S.A.
1320,Basa Sp. z o.o.
1321,Fundacja Kęsek
1322,Grupa Olkowicz
1323,Spółdzielnia Wochna s.c.
1324,Gwizdek i syn s.c.
1325,Grupa Dukat-Dawidek i syn s.c.
1326,Thiel-Szpyrka i syn s.c.
1327,Stowarzyszenie Stąpor i syn s.c.
1328,Strycharz s.c.
1329,Fundacja Piaścik-Cichos S.A.
1330,PPUH Prochownik-Zięcik Sp. z o.o.
1331,Spółdzielnia Adrian
1332,Grupa Gładka i syn s.c.
1333,Bembenek-Nagel S.A.
1334,FPUH Błażejak-Majzner Sp. z o.o.
1335,Gabinety Żołądź-Pachnik i syn s.c.
1336,Stowarzyszenie Gerlach
1337,Zajko-Dacko S.A.
1338,Fundacja Szpyra S.A.
1339,Mydlak Sp. z o.o. Sp.k.
1340,Maszkiewicz Sp.k.
1341,Fundacja Zgoła-Goska i syn s.c.
1342,Gabinety Smolec-Fogiel i syn s.c.
1343,Stowarzyszenie Ragan
1344,Rurarz-Ludwik S.A.
1345,FPUH Jasionek-Szulist Sp. z o.o.
1346,Hanzel-Gotfryd S.A.
1347,Fundacja Miszkiel-Banachowicz s.c.
1348,Nurkiewicz Sp. z o.o. Sp.k.
1349,Stowarzyszenie Buza Sp.j.
1350,Fundacja Grzech-Lica S.A.
1351,Drózd Sp.k.
1352,FPUH Parzonka
1353,Gabinety Witoń s.c.
1354,Spółdzielnia Kurzaj-Oleksak Sp. z o.o.
1355,Gabinety Cegła i syn s.c.
1356,Prasek-Latacz Sp. z o.o.
1357,Stowarzyszenie Żyto-Fidler Sp. z o.o.
1358,Stowarzyszenie Toma-Kałwa i syn s.c.
1359,Fundacja Wendt-Dziadowicz Sp.j.
1360,Spółdzielnia Dziadkiewicz
1361,PPUH Pyrkosz
1362,Gabinety Hus
1363,PPUH Dubik
1364,Spółdzielnia Kostro Sp. z o.o. Sp.k.
1365,Grupa Frelek
1366,PPUH Drewa-Zubowicz Sp.k.
1367,PPUH Potoczek s.c.
1368,Truchan-Lelito s.c.
1369,Dorna s.c.
1370,Paszkowiak-Klekot i syn s.c.
1371,Ciaś-Fit Sp.j.
1372,Spółdzielnia Spychaj Sp.k.
1373,Gałat s.c.
1374,Cal-Kubów Sp.k.
1375,Kurzak-Siewiera Sp.k.
1376,FPUH Kostek
1377,Gabinety Niedźwiadek Sp.k.
1378,Tasarz-Podeszwa Sp.k.
1379,Spółdzielnia Filusz Sp. z o.o. Sp.k.
1380,Gruza-Kadela s.c.
1381,Spółdzielnia Kopczyk s.c.
1382,Grupa Naczk
1383,Tylek Sp. z o.o.
1384,Bancerz Sp.k.
1385,Thomas-Ziemann Sp.k.
1386,Okła-Folta i syn s.c.
1387,Grupa Gosik
1388,PPUH Pietrusiewicz-Maszota Sp.k.
1389,Galos Sp.j.
1390,PPUH Czupryn Sp. z o.o. Sp.k.
1391,Grupa Jonczyk-Leszkiewicz Sp. z o.o.
1392,Mierzwiak-Sibiga Sp.j.
1393,Spółdzielnia Gęsiarz-Famuła Sp. z o.o.
1394,FPUH Kubowicz-Tyczka s.c.
1395,Grupa Kusyk-Policht i syn s.c.
1396,PPUH Sus
1397,Spółdzielnia Subocz Sp.k.
1398,Spółdzielnia Berg Sp. z o.o. Sp.k.
1399,Przeklasa S.A.
1400,Warzybok Sp. z o.o.
1401,Preś Sp.j.
1402,Buza Sp. z o.o.
1403,FPUH Byzdra-Mueller Sp.k.
1404,Fundacja Hadała Sp. z o.o. Sp.k.
1405,Fundacja Oziębło S.A.
1406,Szajna-Zontek Sp. z o.o. Sp.k.
1407,FPUH Januszewicz
1408,Grupa Pierz s.c.
1409,FPUH Mendyka i syn s.c.
1410,Posłuszna Sp. z o.o.
1411,PPUH Siatka-Goś S.A.
1412,Pniak-Grzelczyk Sp.k.
1413,Łyczak-Szczudło Sp. z o.o. Sp.k.
1414,Wrześniak s.c.
1415,Grupa Rosłoń Sp.j.
1416,Gabinety Klaus
1417,Gabinety Sondej-Browarczyk i syn s.c.
1418,Styrna-Jonczyk Sp.k.
1419,Stowarzyszenie Langiewicz-Harasimiuk s.c.
1420,Fundacja Gajownik-Uzar Sp.k.
1421,Gabinety Ciechowicz Sp. z o.o. Sp.k.
1422,Gabinety Sondej-Bartoszczyk s.c.
